556	14 
557	27 
558	4 
559	5 
560	8 
561	14 
562	18 
563	2 
564	7 
565	1 
566	29 
567	9 
568	22 
569	11 
570	20 
571	2 
572	22 
573	4 
574	9 
575	32 
576	31 
577	27 
578	28 
579	15 
580	15 
581	16 
582	3 
583	4 
584	17 
585	15 
586	15 
587	25 
588	7 
589	19 
590	11 
591	14 
592	10 
593	13 
594	31 
595	9 
596	27 
597	26 
598	27 
599	14 
600	15 
601	22 
602	21 
603	4 
604	13 
605	21 
606	32 
607	18 
608	26 
609	8 
610	23 
611	10 
612	25 
613	19 
614	8 
615	1 
616	14 
617	2 
618	14 
619	9 
620	18 
621	17 
622	24 
623	11 
624	25 
625	20 
626	17 
627	8 
628	9 
629	32 
630	19 
631	10 
632	15 
633	22 
634	31 
635	19 
636	2 
637	1 
638	26 
639	31 
640	22 
641	28 
642	22 
643	28 
644	29 
645	21 
646	18 
647	29 
648	8 
649	16 
650	29 
651	29 
652	5 
653	25 
654	27 
655	21 
656	7 
657	17 
658	18 
659	27 
660	27 
661	19 
662	16 
663	9 
664	23 
665	6 
666	4 
667	7 
668	3 
669	28 
670	8 
671	30 
672	22 
673	3 
674	22 
675	6 
676	15 
677	9 
678	6 
679	31 
680	27 
681	27 
682	30 
683	30 
684	28 
685	10 
686	18 
687	29 
688	29 
689	12 
690	25 
691	31 
692	32 
693	4 
694	9 
695	5 
696	12 
697	28 
698	23 
699	4 
700	14 
701	24 
702	17 
703	10 
704	25 
705	9 
706	25 
707	20 
708	31 
709	21 
710	1 
711	10 
712	29 
713	3 
714	26 
715	27 
716	20 
717	17 
718	7 
719	22 
720	22 
721	19 
722	14 
723	14 
724	1 
725	23 
726	3 
727	1 
728	5 
729	22 
730	5 
731	17 
732	32 
733	28 
734	31 
735	16 
736	18 
737	3 
738	24 
739	25 
740	16 
741	16 
742	20 
743	2 
744	28 
745	12 
746	24 
747	31 
748	4 
749	24 
750	25 
751	9 
752	19 
753	3 
754	30 
755	15 
756	23 
757	12 
758	11 
759	7 
760	18 
761	2 
762	1 
763	22 
764	4 
765	19 
766	7 
767	24 
768	17 
769	3 
770	5 
771	5 
772	7 
773	6 
774	23 
775	12 
776	13 
777	14 
778	10 
779	6 
780	31 
781	1 
782	32 
783	12 
784	23 
785	27 
786	2 
787	31 
788	22 
789	20 
790	9 
791	7 
792	13 
793	1 
794	21 
795	30 
796	3 
797	13 
798	1 
799	18 
800	2 
801	22 
802	26 
803	11 
804	6 
805	26 
806	16 
807	10 
808	23 
809	31 
810	9 
811	9 
812	9 
813	30 
814	31 
815	2 
816	9 
817	20 
818	7 
819	21 
820	13 
821	29 
822	13 
823	31 
824	8 
825	30 
826	28 
827	10 
828	22 
829	14 
830	9 
831	8 
832	16 
833	12 
834	4 
835	9 
836	25 
837	27 
838	23 
839	9 
840	8 
841	9 
842	5 
843	28 
844	10 
845	22 
846	15 
847	4 
848	23 
849	28 
850	7 
851	5 
852	5 
853	12 
854	5 
855	10 
856	31 
857	28 
858	17 
859	18 
860	23 
861	17 
862	31 
863	4 
864	12 
865	2 
866	22 
867	17 
868	12 
869	15 
870	24 
871	14 
872	4 
873	31 
874	4 
875	17 
876	4 
877	10 
878	28 
879	17 
880	15 
881	15 
882	7 
883	23 
884	25 
885	15 
886	18 
887	18 
888	23 
889	27 
890	1 
891	31 
892	23 
893	5 
894	25 
895	14 
896	31 
897	7 
898	24 
899	31 
900	15 
901	18 
902	7 
903	1 
904	14 
905	10 
906	4 
907	18 
908	23 
909	25 
910	10 
911	10 
912	4 
913	17 
914	9 
915	9 
916	17 
917	9 
918	18 
919	25 
920	22 
921	10 
922	5 
923	9 
924	4 
925	5 
926	27 
927	25 
928	9 
929	22 
930	31 
931	4 
932	17 
933	1 
934	31 
935	18 
936	31 
937	25 
938	7 
939	17 
940	9 
941	1 
942	7 
943	9 
944	7 
945	17 
946	5 
947	22 
948	31 
949	7 
950	18 
951	1 
952	10 
953	17 
954	25 
955	7 
956	18 
957	18 
958	18 
959	1 
960	17 
961	5 
962	7 
963	25 
964	17 
965	18 
966	25 
967	5 
968	18 
969	14 
970	1 
971	1 
972	17 
973	14 
974	14 
975	27 
976	7 
977	7 
978	14 
979	1 
980	18 
981	1 
982	1 
983	7 
984	1 
985	1 
986	7 
987	14 
988	7 
989	17 
990	17 
991	7 
992	17 
993	5 
994	25 
995	1 
996	7 
997	7 
998	7 
999	7 
1000	7 
